2019-04-20 16:01:07 ===== Starting: rave =====
2019-04-20 16:01:10 Run
2019-04-20 16:01:10 id = 5 (local); Seed = 0; Starting new sample
2019-04-21 06:28:17 id = 3 (local); Seed = 2282; Starting new sample
2019-04-21 06:28:46 id = 2 (local); Seed = 2277; Done (1)
2019-04-21 06:28:46 id = 2 (local); Seed = 2283; Starting new sample
2019-04-21 06:28:59 id = 1 (local); Seed = 2278; Done (0)
2019-04-21 06:28:59 id = 1 (local); Seed = 2284; Starting new sample
2019-04-21 06:29:09 id = 0 (local); Seed = 2279; Done (0)
2019-04-21 06:29:09 id = 0 (local); Seed = 2285; Starting new sample
2019-04-21 06:29:14 id = 5 (local); Seed = 2280; Done (0)
2019-04-21 06:29:14 id = 5 (local); Seed = 2286; Starting new sample
2019-04-21 06:29:46 id = 4 (local); Seed = 2281; Done (0)
2019-04-21 06:29:46 id = 4 (local); Seed = 2287; Starting new sample
2019-04-21 06:29:59 id = 3 (local); Seed = 2282; Done (1)
2019-04-21 06:29:59 id = 3 (local); Seed = 2288; Starting new sample
2019-04-21 06:30:29 id = 2 (local); Seed = 2283; Done (1)
2019-04-21 06:30:29 id = 2 (local); Seed = 2289; Starting new sample
2019-04-21 06:30:29 id = 1 (local); Seed = 2284; Done (0)
2019-04-21 06:30:29 id = 1 (local); Seed = 2290; Starting new sample
2019-04-21 06:30:47 id = 0 (local); Seed = 2285; Done (0)
2019-04-21 06:30:47 id = 0 (local); Seed = 2291; Starting new sample
2019-04-21 06:30:56 id = 5 (local); Seed = 2286; Done (2)
2019-04-21 06:30:56 id = 5 (local); Seed = 2292; Starting new sample
2019-04-21 06:31:29 id = 4 (local); Seed = 2287; Done (0)
2019-04-21 06:31:29 id = 4 (local); Seed = 2293; Starting new sample
2019-04-21 06:31:32 id = 3 (local); Seed = 2288; Done (0)
2019-04-21 06:31:32 id = 3 (local); Seed = 2294; Starting new sample
2019-04-21 06:32:04 id = 2 (local); Seed = 2289; Done (1)
2019-04-21 06:32:04 id = 2 (local); Seed = 2295; Starting new sample
2019-04-21 06:32:11 id = 1 (local); Seed = 2290; Done (0)
2019-04-21 06:32:11 id = 1 (local); Seed = 2296; Starting new sample
2019-04-21 06:32:29 id = 0 (local); Seed = 2291; Done (1)
2019-04-21 06:32:29 id = 0 (local); Seed = 2297; Starting new sample
2019-04-21 06:32:34 id = 5 (local); Seed = 2292; Done (0)
2019-04-21 06:32:34 id = 5 (local); Seed = 2298; Starting new sample
2019-04-21 06:33:08 id = 4 (local); Seed = 2293; Done (1)
2019-04-21 06:33:08 id = 4 (local); Seed = 2299; Starting new sample
2019-04-21 06:33:14 id = 3 (local); Seed = 2294; Done (0)
2019-04-21 06:33:14 id = 3 (local); Seed = 2300; Starting new sample
2019-04-21 06:33:35 id = 1 (local); Seed = 2296; Done (0)
2019-04-21 06:33:35 id = 1 (local); Seed = 2301; Starting new sample
2019-04-21 06:33:46 id = 2 (local); Seed = 2295; Done (2)
2019-04-21 06:33:46 id = 2 (local); Seed = 2302; Starting new sample
2019-04-21 06:34:06 id = 0 (local); Seed = 2297; Done (0)
2019-04-21 06:34:06 id = 0 (local); Seed = 2303; Starting new sample
2019-04-21 06:34:16 id = 5 (local); Seed = 2298; Done (2)
2019-04-21 06:34:16 id = 5 (local); Seed = 2304; Starting new sample
2019-04-21 06:34:50 id = 4 (local); Seed = 2299; Done (2)
2019-04-21 06:34:50 id = 4 (local); Seed = 2305; Starting new sample
2019-04-21 06:34:57 id = 3 (local); Seed = 2300; Done (2)
2019-04-21 06:34:57 id = 3 (local); Seed = 2306; Starting new sample
2019-04-21 06:35:14 id = 1 (local); Seed = 2301; Done (0)
2019-04-21 06:35:14 id = 1 (local); Seed = 2307; Starting new sample
2019-04-21 06:35:29 id = 2 (local); Seed = 2302; Done (0)
2019-04-21 06:35:29 id = 2 (local); Seed = 2308; Starting new sample
2019-04-21 06:35:47 id = 5 (local); Seed = 2304; Done (0)
2019-04-21 06:35:47 id = 5 (local); Seed = 2309; Starting new sample
2019-04-21 06:35:49 id = 0 (local); Seed = 2303; Done (2)
2019-04-21 06:35:49 id = 0 (local); Seed = 2310; Starting new sample
2019-04-21 06:36:22 id = 4 (local); Seed = 2305; Done (0)
2019-04-21 06:36:22 id = 4 (local); Seed = 2311; Starting new sample
2019-04-21 06:36:39 id = 3 (local); Seed = 2306; Done (1)
2019-04-21 06:36:39 id = 3 (local); Seed = 2312; Starting new sample
2019-04-21 06:36:56 id = 1 (local); Seed = 2307; Done (2)
2019-04-21 06:36:56 id = 1 (local); Seed = 2313; Starting new sample
2019-04-21 06:37:05 id = 2 (local); Seed = 2308; Done (0)
2019-04-21 06:37:05 id = 2 (local); Seed = 2314; Starting new sample
2019-04-21 06:37:14 id = 5 (local); Seed = 2309; Done (0)
2019-04-21 06:37:14 id = 5 (local); Seed = 2315; Starting new sample
2019-04-21 06:37:31 id = 0 (local); Seed = 2310; Done (0)
2019-04-21 06:37:31 id = 0 (local); Seed = 2316; Starting new sample
2019-04-21 06:38:05 id = 4 (local); Seed = 2311; Done (0)
2019-04-21 06:38:05 id = 4 (local); Seed = 2317; Starting new sample
2019-04-21 06:38:15 id = 3 (local); Seed = 2312; Done (0)
2019-04-21 06:38:15 id = 3 (local); Seed = 2318; Starting new sample
2019-04-21 06:38:35 id = 1 (local); Seed = 2313; Done (0)
2019-04-21 06:38:35 id = 1 (local); Seed = 2319; Starting new sample
2019-04-21 06:38:46 id = 0 (local); Seed = 2316; Done (0)
2019-04-21 06:38:46 id = 0 (local); Seed = 2320; Starting new sample
2019-04-21 06:38:47 id = 2 (local); Seed = 2314; Done (0)
2019-04-21 06:38:47 id = 2 (local); Seed = 2321; Starting new sample
2019-04-21 06:38:56 id = 5 (local); Seed = 2315; Done (2)
2019-04-21 06:38:57 id = 5 (local); Seed = 2322; Starting new sample
2019-04-21 06:39:43 id = 3 (local); Seed = 2318; Done (0)
2019-04-21 06:39:43 id = 3 (local); Seed = 2323; Starting new sample
2019-04-21 06:39:44 id = 4 (local); Seed = 2317; Done (0)
2019-04-21 06:39:44 id = 4 (local); Seed = 2324; Starting new sample
2019-04-21 06:40:11 id = 1 (local); Seed = 2319; Done (0)
2019-04-21 06:40:11 id = 1 (local); Seed = 2325; Starting new sample
2019-04-21 06:40:20 id = 0 (local); Seed = 2320; Done (1)
2019-04-21 06:40:20 id = 0 (local); Seed = 2326; Starting new sample
2019-04-21 06:40:26 id = 2 (local); Seed = 2321; Done (1)
2019-04-21 06:40:26 id = 2 (local); Seed = 2327; Starting new sample
2019-04-21 06:40:39 id = 5 (local); Seed = 2322; Done (0)
2019-04-21 06:40:39 id = 5 (local); Seed = 2328; Starting new sample
2019-04-21 06:41:21 id = 4 (local); Seed = 2324; Done (0)
2019-04-21 06:41:21 id = 4 (local); Seed = 2329; Starting new sample
2019-04-21 06:41:22 id = 3 (local); Seed = 2323; Done (1)
2019-04-21 06:41:22 id = 3 (local); Seed = 2330; Starting new sample
2019-04-21 06:41:48 id = 1 (local); Seed = 2325; Done (1)
2019-04-21 06:41:48 id = 1 (local); Seed = 2331; Starting new sample
2019-04-21 06:42:01 id = 2 (local); Seed = 2327; Done (1)
2019-04-21 06:42:01 id = 2 (local); Seed = 2332; Starting new sample
2019-04-21 06:42:02 id = 0 (local); Seed = 2326; Done (0)
2019-04-21 06:42:03 id = 0 (local); Seed = 2333; Starting new sample
2019-04-21 06:42:16 id = 5 (local); Seed = 2328; Done (0)
2019-04-21 06:42:16 id = 5 (local); Seed = 2334; Starting new sample
2019-04-21 06:43:00 id = 4 (local); Seed = 2329; Done (0)
2019-04-21 06:43:01 id = 4 (local); Seed = 2335; Starting new sample
2019-04-21 06:43:01 id = 3 (local); Seed = 2330; Done (0)
2019-04-21 06:43:01 id = 3 (local); Seed = 2336; Starting new sample
2019-04-21 06:43:24 id = 1 (local); Seed = 2331; Done (0)
2019-04-21 06:43:24 id = 1 (local); Seed = 2337; Starting new sample
2019-04-21 06:43:29 id = 2 (local); Seed = 2332; Done (0)
2019-04-21 06:43:29 id = 2 (local); Seed = 2338; Starting new sample
2019-04-21 06:43:41 id = 0 (local); Seed = 2333; Done (0)
2019-04-21 06:43:41 id = 0 (local); Seed = 2339; Starting new sample
2019-04-21 06:43:59 id = 5 (local); Seed = 2334; Done (0)
2019-04-21 06:43:59 id = 5 (local); Seed = 2340; Starting new sample
2019-04-21 06:44:32 id = 3 (local); Seed = 2336; Done (1)
2019-04-21 06:44:32 id = 3 (local); Seed = 2341; Starting new sample
2019-04-21 06:44:43 id = 4 (local); Seed = 2335; Done (0)
2019-04-21 06:44:43 id = 4 (local); Seed = 2342; Starting new sample
2019-04-21 06:44:56 id = 1 (local); Seed = 2337; Done (1)
2019-04-21 06:44:56 id = 1 (local); Seed = 2343; Starting new sample
2019-04-21 06:45:11 id = 2 (local); Seed = 2338; Done (1)
2019-04-21 06:45:11 id = 2 (local); Seed = 2344; Starting new sample
2019-04-21 06:45:24 id = 0 (local); Seed = 2339; Done (1)
2019-04-21 06:45:24 id = 0 (local); Seed = 2345; Starting new sample
2019-04-21 06:45:37 id = 5 (local); Seed = 2340; Done (0)
2019-04-21 06:45:37 id = 5 (local); Seed = 2346; Starting new sample
2019-04-21 06:46:11 id = 3 (local); Seed = 2341; Done (0)
2019-04-21 06:46:11 id = 3 (local); Seed = 2347; Starting new sample
2019-04-21 06:46:23 id = 2 (local); Seed = 2344; Done (0)
2019-04-21 06:46:23 id = 2 (local); Seed = 2348; Starting new sample
2019-04-21 06:46:25 id = 4 (local); Seed = 2342; Done (1)
2019-04-21 06:46:25 id = 4 (local); Seed = 2349; Starting new sample
2019-04-21 06:46:38 id = 1 (local); Seed = 2343; Done (2)
2019-04-21 06:46:38 id = 1 (local); Seed = 2350; Starting new sample
2019-04-21 06:47:03 id = 0 (local); Seed = 2345; Done (0)
2019-04-21 06:47:03 id = 0 (local); Seed = 2351; Starting new sample
2019-04-21 06:47:19 id = 5 (local); Seed = 2346; Done (2)
2019-04-21 06:47:19 id = 5 (local); Seed = 2352; Starting new sample
2019-04-21 06:47:54 id = 3 (local); Seed = 2347; Done (0)
2019-04-21 06:47:54 id = 3 (local); Seed = 2353; Starting new sample
2019-04-21 06:47:56 id = 4 (local); Seed = 2349; Done (1)
2019-04-21 06:47:56 id = 4 (local); Seed = 2354; Starting new sample
2019-04-21 06:47:57 id = 2 (local); Seed = 2348; Done (0)
2019-04-21 06:47:57 id = 2 (local); Seed = 2355; Starting new sample
2019-04-21 06:48:21 id = 1 (local); Seed = 2350; Done (2)
2019-04-21 06:48:21 id = 1 (local); Seed = 2356; Starting new sample
2019-04-21 06:48:45 id = 0 (local); Seed = 2351; Done (1)
2019-04-21 06:48:45 id = 0 (local); Seed = 2357; Starting new sample
2019-04-21 06:48:57 id = 5 (local); Seed = 2352; Done (0)
2019-04-21 06:48:57 id = 5 (local); Seed = 2358; Starting new sample
2019-04-21 06:49:32 id = 3 (local); Seed = 2353; Done (0)
2019-04-21 06:49:33 id = 3 (local); Seed = 2359; Starting new sample
2019-04-21 06:49:39 id = 4 (local); Seed = 2354; Done (0)
2019-04-21 06:49:39 id = 4 (local); Seed = 2360; Starting new sample
2019-04-21 06:49:40 id = 2 (local); Seed = 2355; Done (2)
2019-04-21 06:49:40 id = 2 (local); Seed = 2361; Starting new sample
2019-04-21 06:49:53 id = 1 (local); Seed = 2356; Done (0)
2019-04-21 06:49:53 id = 1 (local); Seed = 2362; Starting new sample
2019-04-21 06:50:24 id = 0 (local); Seed = 2357; Done (0)
2019-04-21 06:50:24 id = 0 (local); Seed = 2363; Starting new sample
2019-04-21 06:50:39 id = 5 (local); Seed = 2358; Done (0)
2019-04-21 06:50:39 id = 5 (local); Seed = 2364; Starting new sample
2019-04-21 06:51:12 id = 4 (local); Seed = 2360; Done (1)
2019-04-21 06:51:12 id = 4 (local); Seed = 2365; Starting new sample
2019-04-21 06:51:15 id = 3 (local); Seed = 2359; Done (1)
2019-04-21 06:51:15 id = 3 (local); Seed = 2366; Starting new sample
2019-04-21 06:51:19 id = 2 (local); Seed = 2361; Done (0)
2019-04-21 06:51:19 id = 2 (local); Seed = 2367; Starting new sample
2019-04-21 06:51:21 id = 1 (local); Seed = 2362; Done (0)
2019-04-21 06:51:21 id = 1 (local); Seed = 2368; Starting new sample
2019-04-21 06:51:40 id = 5 (local); Seed = 2364; Done (0)
2019-04-21 06:51:41 id = 5 (local); Seed = 2369; Starting new sample
2019-04-21 06:52:07 id = 0 (local); Seed = 2363; Done (0)
2019-04-21 06:52:07 id = 0 (local); Seed = 2370; Starting new sample
2019-04-21 06:52:51 id = 4 (local); Seed = 2365; Done (0)
2019-04-21 06:52:51 id = 4 (local); Seed = 2371; Starting new sample
2019-04-21 06:52:57 id = 3 (local); Seed = 2366; Done (2)
2019-04-21 06:52:57 id = 3 (local); Seed = 2372; Starting new sample
2019-04-21 06:52:59 id = 1 (local); Seed = 2368; Done (0)
2019-04-21 06:52:59 id = 1 (local); Seed = 2373; Starting new sample
2019-04-21 06:53:01 id = 2 (local); Seed = 2367; Done (1)
2019-04-21 06:53:01 id = 2 (local); Seed = 2374; Starting new sample
2019-04-21 06:53:17 id = 5 (local); Seed = 2369; Done (0)
2019-04-21 06:53:17 id = 5 (local); Seed = 2375; Starting new sample
2019-04-21 06:53:49 id = 0 (local); Seed = 2370; Done (2)
2019-04-21 06:53:49 id = 0 (local); Seed = 2376; Starting new sample
2019-04-21 06:54:23 id = 3 (local); Seed = 2372; Done (0)
2019-04-21 06:54:23 id = 3 (local); Seed = 2377; Starting new sample
2019-04-21 06:54:34 id = 4 (local); Seed = 2371; Done (2)
2019-04-21 06:54:34 id = 4 (local); Seed = 2378; Starting new sample
2019-04-21 06:54:38 id = 1 (local); Seed = 2373; Done (0)
2019-04-21 06:54:38 id = 1 (local); Seed = 2379; Starting new sample
2019-04-21 06:54:44 id = 2 (local); Seed = 2374; Done (0)
2019-04-21 06:54:44 id = 2 (local); Seed = 2380; Starting new sample
2019-04-21 06:55:00 id = 5 (local); Seed = 2375; Done (0)
2019-04-21 06:55:00 id = 5 (local); Seed = 2381; Starting new sample
2019-04-21 06:55:08 id = 0 (local); Seed = 2376; Done (0)
2019-04-21 06:55:08 id = 0 (local); Seed = 2382; Starting new sample
2019-04-21 06:55:51 id = 3 (local); Seed = 2377; Done (0)
2019-04-21 06:55:51 id = 3 (local); Seed = 2383; Starting new sample
2019-04-21 06:56:16 id = 4 (local); Seed = 2378; Done (0)
2019-04-21 06:56:16 id = 4 (local); Seed = 2384; Starting new sample
2019-04-21 06:56:20 id = 1 (local); Seed = 2379; Done (2)
2019-04-21 06:56:20 id = 1 (local); Seed = 2385; Starting new sample
2019-04-21 06:56:22 id = 2 (local); Seed = 2380; Done (0)
2019-04-21 06:56:22 id = 2 (local); Seed = 2386; Starting new sample
2019-04-21 06:56:27 id = 5 (local); Seed = 2381; Done (0)
2019-04-21 06:56:27 id = 5 (local); Seed = 2387; Starting new sample
2019-04-21 06:56:50 id = 0 (local); Seed = 2382; Done (2)
2019-04-21 06:56:50 id = 0 (local); Seed = 2388; Starting new sample
2019-04-21 06:57:33 id = 3 (local); Seed = 2383; Done (0)
2019-04-21 06:57:33 id = 3 (local); Seed = 2389; Starting new sample
2019-04-21 06:57:44 id = 2 (local); Seed = 2386; Done (0)
2019-04-21 06:57:44 id = 2 (local); Seed = 2390; Starting new sample
2019-04-21 06:57:46 id = 1 (local); Seed = 2385; Done (1)
2019-04-21 06:57:46 id = 1 (local); Seed = 2391; Starting new sample
2019-04-21 06:57:54 id = 4 (local); Seed = 2384; Done (0)
2019-04-21 06:57:54 id = 4 (local); Seed = 2392; Starting new sample
2019-04-21 06:58:10 id = 5 (local); Seed = 2387; Done (0)
2019-04-21 06:58:10 id = 5 (local); Seed = 2393; Starting new sample
2019-04-21 06:58:29 id = 0 (local); Seed = 2388; Done (1)
2019-04-21 06:58:29 id = 0 (local); Seed = 2394; Starting new sample
2019-04-21 06:59:06 id = 3 (local); Seed = 2389; Done (0)
2019-04-21 06:59:06 id = 3 (local); Seed = 2395; Starting new sample
2019-04-21 06:59:26 id = 2 (local); Seed = 2390; Done (0)
2019-04-21 06:59:26 id = 2 (local); Seed = 2396; Starting new sample
2019-04-21 06:59:28 id = 1 (local); Seed = 2391; Done (1)
2019-04-21 06:59:28 id = 1 (local); Seed = 2397; Starting new sample
2019-04-21 06:59:32 id = 4 (local); Seed = 2392; Done (0)
2019-04-21 06:59:32 id = 4 (local); Seed = 2398; Starting new sample
2019-04-21 06:59:44 id = 5 (local); Seed = 2393; Done (0)
2019-04-21 06:59:44 id = 5 (local); Seed = 2399; Starting new sample
2019-04-21 07:00:11 id = 0 (local); Seed = 2394; Done (1)
2019-04-21 07:00:11 id = 0 (local); Seed = 2400; Starting new sample
2019-04-21 07:00:48 id = 3 (local); Seed = 2395; Done (1)
2019-04-21 07:00:48 id = 3 (local); Seed = 2401; Starting new sample
2019-04-21 07:01:04 id = 4 (local); Seed = 2398; Done (1)
2019-04-21 07:01:04 id = 4 (local); Seed = 2402; Starting new sample
2019-04-21 07:01:07 id = 1 (local); Seed = 2397; Done (1)
2019-04-21 07:01:07 id = 1 (local); Seed = 2403; Starting new sample
2019-04-21 07:01:09 id = 2 (local); Seed = 2396; Done (2)
2019-04-21 07:01:09 id = 2 (local); Seed = 2404; Starting new sample
2019-04-21 07:01:26 id = 5 (local); Seed = 2399; Done (1)
2019-04-21 07:01:26 id = 5 (local); Seed = 2405; Starting new sample
2019-04-21 07:01:48 id = 0 (local); Seed = 2400; Done (0)
2019-04-21 07:01:48 id = 0 (local); Seed = 2406; Starting new sample
2019-04-21 07:02:27 id = 3 (local); Seed = 2401; Done (0)
2019-04-21 07:02:27 id = 3 (local); Seed = 2407; Starting new sample
2019-04-21 07:02:39 id = 2 (local); Seed = 2404; Done (0)
2019-04-21 07:02:39 id = 2 (local); Seed = 2408; Starting new sample
2019-04-21 07:02:46 id = 4 (local); Seed = 2402; Done (0)
2019-04-21 07:02:46 id = 4 (local); Seed = 2409; Starting new sample
2019-04-21 07:02:49 id = 1 (local); Seed = 2403; Done (2)
2019-04-21 07:02:50 id = 1 (local); Seed = 2410; Starting new sample
2019-04-21 07:03:05 id = 5 (local); Seed = 2405; Done (1)
2019-04-21 07:03:05 id = 5 (local); Seed = 2411; Starting new sample
2019-04-21 07:03:24 id = 0 (local); Seed = 2406; Done (0)
2019-04-21 07:03:24 id = 0 (local); Seed = 2412; Starting new sample
2019-04-21 07:04:04 id = 2 (local); Seed = 2408; Done (0)
2019-04-21 07:04:04 id = 2 (local); Seed = 2413; Starting new sample
2019-04-21 07:04:10 id = 3 (local); Seed = 2407; Done (1)
2019-04-21 07:04:10 id = 3 (local); Seed = 2414; Starting new sample
2019-04-21 07:04:24 id = 4 (local); Seed = 2409; Done (0)
2019-04-21 07:04:24 id = 4 (local); Seed = 2415; Starting new sample
2019-04-21 07:04:32 id = 1 (local); Seed = 2410; Done (1)
2019-04-21 07:04:32 id = 1 (local); Seed = 2416; Starting new sample
2019-04-21 07:04:37 id = 5 (local); Seed = 2411; Done (1)
2019-04-21 07:04:37 id = 5 (local); Seed = 2417; Starting new sample
2019-04-21 07:05:00 id = 0 (local); Seed = 2412; Done (0)
2019-04-21 07:05:00 id = 0 (local); Seed = 2418; Starting new sample
2019-04-21 07:05:43 id = 2 (local); Seed = 2413; Done (0)
2019-04-21 07:05:43 id = 2 (local); Seed = 2419; Starting new sample
2019-04-21 07:05:52 id = 3 (local); Seed = 2414; Done (1)
2019-04-21 07:05:52 id = 3 (local); Seed = 2420; Starting new sample
2019-04-21 07:05:54 id = 1 (local); Seed = 2416; Done (0)
2019-04-21 07:05:54 id = 1 (local); Seed = 2421; Starting new sample
2019-04-21 07:06:06 id = 4 (local); Seed = 2415; Done (1)
2019-04-21 07:06:06 id = 4 (local); Seed = 2422; Starting new sample
2019-04-21 07:06:16 id = 5 (local); Seed = 2417; Done (0)
2019-04-21 07:06:16 id = 5 (local); Seed = 2423; Starting new sample
2019-04-21 07:06:42 id = 0 (local); Seed = 2418; Done (1)
2019-04-21 07:06:42 id = 0 (local); Seed = 2424; Starting new sample
2019-04-21 07:07:02 id = 3 (local); Seed = 2420; Done (0)
2019-04-21 07:07:02 id = 3 (local); Seed = 2425; Starting new sample
2019-04-21 07:07:26 id = 2 (local); Seed = 2419; Done (1)
2019-04-21 07:07:26 id = 2 (local); Seed = 2426; Starting new sample
2019-04-21 07:07:33 id = 1 (local); Seed = 2421; Done (0)
2019-04-21 07:07:33 id = 1 (local); Seed = 2427; Starting new sample
2019-04-21 07:07:45 id = 5 (local); Seed = 2423; Done (0)
2019-04-21 07:07:45 id = 5 (local); Seed = 2428; Starting new sample
2019-04-21 07:07:49 id = 4 (local); Seed = 2422; Done (1)
2019-04-21 07:07:49 id = 4 (local); Seed = 2429; Starting new sample
2019-04-21 07:08:19 id = 0 (local); Seed = 2424; Done (0)
2019-04-21 07:08:19 id = 0 (local); Seed = 2430; Starting new sample
2019-04-21 07:08:31 id = 3 (local); Seed = 2425; Done (1)
2019-04-21 07:08:31 id = 3 (local); Seed = 2431; Starting new sample
2019-04-21 07:08:58 id = 2 (local); Seed = 2426; Done (0)
2019-04-21 07:08:58 id = 2 (local); Seed = 2432; Starting new sample
2019-04-21 07:09:09 id = 5 (local); Seed = 2428; Done (0)
2019-04-21 07:09:09 id = 5 (local); Seed = 2433; Starting new sample
2019-04-21 07:09:15 id = 1 (local); Seed = 2427; Done (0)
2019-04-21 07:09:15 id = 1 (local); Seed = 2434; Starting new sample
2019-04-21 07:09:28 id = 4 (local); Seed = 2429; Done (1)
